date,tmax,tmin,prcp,wspd_max
2008-09-08,24.7,13.8,2.3,13.0
2008-09-09,25.8,12.6,1.0,12.1
2008-09-10,26.5,13.1,8.2,9.5
2008-09-11,26.6,12.6,12.0,10.3
2008-09-12,21.8,14.3,14.8,9.3
2008-09-13,22.5,13.7,0.0,9.4
2008-09-14,22.8,13.0,0.0,10.1
2008-09-15,23.3,14.5,2.3,10.5
2008-09-16,23.6,13.5,0.2,15.0
2008-09-17,22.4,14.5,0.3,13.9
2008-09-18,24.2,13.5,0.1,15.9
2008-09-19,25.6,13.1,0.0,13.8
2008-09-20,26.4,13.0,0.0,15.5
2008-09-21,27.3,12.7,0.0,13.7
2008-09-22,26.5,15.0,0.0,13.3
2008-09-23,26.4,15.9,0.1,17.6
2008-09-24,26.8,13.2,0.0,16.9
2008-09-25,26.9,13.2,0.0,17.7
2008-09-26,26.3,13.7,0.0,15.5
2008-09-27,25.9,14.2,0.0,16.3
2008-09-28,25.1,15.1,0.0,18.4
2008-09-29,26.1,14.4,0.0,15.2
2008-09-30,27.0,12.3,0.0,14.5
2008-10-01,25.7,14.6,0.3,14.2
2008-10-02,26.2,15.3,0.0,13.1
2008-10-03,27.0,15.2,1.2,14.6
2008-10-04,25.3,15.8,0.6,15.9
2008-10-05,22.0,15.5,0.7,10.9
2008-10-06,23.2,14.8,0.8,16.2
2008-10-07,24.3,14.6,0.3,17.6
2008-10-08,23.2,14.4,0.0,16.2
2008-10-09,25.8,14.9,0.4,16.6
2008-10-10,26.0,14.8,1.0,14.5
2008-10-11,25.4,15.5,1.4,16.3
2008-10-12,24.8,15.2,1.2,15.9
2008-10-13,24.9,15.5,0.3,19.1
2008-10-14,26.1,15.5,0.3,17.3
2008-10-15,26.8,13.8,0.6,14.6
2008-10-16,24.6,14.2,1.4,12.6
2008-10-17,24.9,15.8,0.4,13.0
2008-10-18,25.4,14.8,0.7,14.6
2008-10-19,24.9,16.3,5.9,10.4
2008-10-20,24.2,15.3,3.2,9.3
2008-10-21,22.4,15.2,15.9,6.5
2008-10-22,23.5,14.5,10.1,9.1
2008-10-23,21.2,14.9,8.3,5.5
2008-10-24,23.2,15.4,6.4,10.2
2008-10-25,24.3,13.4,0.0,11.8
2008-10-26,23.5,15.6,1.3,17.7
2008-10-27,23.7,15.2,0.2,16.2
2008-10-28,23.4,15.2,0.7,14.0
2008-10-29,26.0,15.9,0.0,15.2
2008-10-30,26.4,14.9,0.1,13.0
2008-10-31,25.9,15.0,0.0,15.9
2008-11-01,23.5,16.3,1.4,14.6
2008-11-02,24.1,15.6,2.9,14.5
2008-11-03,25.0,16.1,1.4,15.3
2008-11-04,25.9,15.1,0.1,13.5
2008-11-05,25.2,16.1,1.4,13.4
2008-11-06,23.5,15.8,15.6,8.4
2008-11-07,19.2,15.4,18.5,6.9
2008-11-08,22.4,14.9,7.1,12.6
2008-11-09,22.1,14.8,2.5,17.4
2008-11-10,21.0,14.8,2.4,18.4
2008-11-11,18.5,14.8,14.4,11.3
2008-11-12,22.8,12.4,2.8,17.0
2008-11-13,23.5,13.4,1.0,14.4
2008-11-14,23.7,14.2,0.0,14.0
2008-11-15,23.2,14.5,3.8,12.3
2008-11-16,23.3,13.7,0.8,13.7
2008-11-17,22.7,14.4,0.2,15.4
2008-11-18,23.3,14.3,0.0,17.4
2008-11-19,23.1,13.7,0.0,19.4
2008-11-20,24.3,13.0,0.0,16.1
2008-11-21,25.2,11.8,0.0,11.9
2008-11-22,24.4,12.3,0.2,10.0
2008-11-23,23.8,13.6,0.0,16.7
2008-11-24,25.3,13.5,0.0,17.9
2008-11-25,25.3,13.3,0.0,19.3
2008-11-26,24.1,14.2,0.6,15.8
2008-11-27,24.7,14.7,0.5,13.4
2008-11-28,24.6,14.9,0.6,17.1
2008-11-29,24.4,15.6,0.2,18.1
2008-11-30,24.4,14.7,0.1,19.9
2008-12-01,23.3,15.3,1.7,17.6
2008-12-02,25.0,14.8,0.0,18.1
2008-12-03,24.5,13.8,0.0,17.5
2008-12-04,22.9,15.2,0.3,21.3
2008-12-05,22.4,14.7,1.3,23.3
2008-12-06,23.9,13.5,0.0,20.2
2008-12-07,25.7,13.2,0.0,18.2
2008-12-08,25.4,13.8,0.0,18.0
2008-12-09,25.3,14.8,0.0,17.9
2008-12-10,23.7,15.3,0.7,18.8
2008-12-11,25.2,13.6,0.0,18.4
2008-12-12,27.2,12.9,0.0,18.2
2008-12-13,27.2,13.6,0.0,18.8
2008-12-14,27.1,15.1,0.0,17.8
2008-12-15,25.3,16.2,0.0,16.9
2008-12-16,27.0,15.0,0.0,19.4
2008-12-17,27.4,14.7,0.0,19.6
2008-12-18,26.6,15.3,0.0,19.7
2008-12-19,24.3,14.5,0.0,19.9
2008-12-20,25.6,14.8,0.0,20.3
2008-12-21,25.5,14.9,0.0,19.6
2008-12-22,25.8,14.3,0.0,22.0
2008-12-23,25.9,13.3,0.0,18.1
2008-12-24,26.0,14.8,0.6,15.3
2008-12-25,27.1,14.6,0.0,20.6
2008-12-26,24.0,15.6,0.2,21.4
2008-12-27,24.8,14.6,0.6,21.3
2008-12-28,23.7,13.6,0.9,19.0
2008-12-29,24.5,14.0,0.2,19.2
2008-12-30,24.0,14.5,1.1,19.0
2008-12-31,25.8,13.8,0.3,19.3
